"rank","customer_name","total_revenue"
"7433","Customer 7643","59470.92"
"7434","Customer 9960","59470.82"
"7435","Customer 2220","59465.84"
"7436","Customer 7182","59444.82"
"7437","Customer 6846","59425.41"
"7438","Customer 8440","59423.72"
"7439","Customer 2760","59417.14"
"7440","Customer 9774","59410.60"
"7441","Customer 4579","59402.80"
"7442","Customer 7039","59401.85"
"7443","Customer 2531","59401.17"
"7444","Customer 3117","59377.87"
"7445","Customer 3182","59372.76"
"7446","Customer 7438","59366.90"
"7447","Customer 6220","59362.03"
"7448","Customer 3377","59360.04"
"7449","Customer 4789","59359.45"
"7450","Customer 5366","59358.57"
"7451","Customer 1566","59342.96"
"7452","Customer 1821","59341.99"
"7453","Customer 6658","59307.41"
"7454","Customer 3037","59287.60"
"7455","Customer 3202","59277.14"
"7456","Customer 6063","59263.51"
"7457","Customer 7165","59242.45"
"7458","Customer 7095","59240.33"
"7459","Customer 4760","59239.10"
"7460","Customer 562","59237.74"
"7461","Customer 9453","59214.63"
"7462","Customer 7131","59200.47"
"7463","Customer 4920","59198.08"
"7464","Customer 6271","59191.66"
"7465","Customer 2168","59188.19"
"7466","Customer 7936","59176.65"
"7467","Customer 6100","59170.70"
"7468","Customer 9837","59158.70"
"7469","Customer 4407","59157.20"
"7470","Customer 43","59135.87"
"7471","Customer 240","59130.50"
"7472","Customer 6905","59129.04"
"7473","Customer 4176","59122.90"
"7474","Customer 1798","59122.66"
"7475","Customer 5885","59121.03"
"7476","Customer 9198","59112.20"
"7477","Customer 8419","59106.27"
"7478","Customer 6294","59104.94"
"7479","Customer 7209","59100.37"
"7480","Customer 5064","59098.54"
"7481","Customer 5995","59080.10"
"7482","Customer 6189","59074.95"
"7483","Customer 2151","59061.25"
"7484","Customer 6936","59058.55"
"7485","Customer 288","59054.94"
"7486","Customer 8042","59049.78"
"7487","Customer 5875","59043.76"
"7488","Customer 2181","59023.61"
"7489","Customer 6598","59022.16"
"7490","Customer 1335","59020.93"
"7491","Customer 1212","58990.07"
"7492","Customer 8596","58987.19"
"7493","Customer 6929","58974.01"
"7494","Customer 3299","58967.06"
"7495","Customer 6448","58962.46"
"7496","Customer 3177","58957.97"
"7497","Customer 3366","58948.16"
"7498","Customer 8010","58946.73"
"7499","Customer 5084","58944.67"
"7500","Customer 8515","58942.89"
"7501","Customer 4219","58936.98"
"7502","Customer 8960","58936.93"
"7503","Customer 4592","58934.81"
"7504","Customer 2705","58900.79"
"7505","Customer 7041","58885.66"
"7506","Customer 7267","58879.38"
"7507","Customer 9990","58878.47"
"7508","Customer 1620","58873.93"
"7509","Customer 3052","58857.56"
"7510","Customer 9693","58857.02"
"7511","Customer 2049","58844.49"
"7512","Customer 4187","58833.00"
"7513","Customer 7223","58828.23"
"7514","Customer 8471","58815.60"
"7515","Customer 5663","58811.97"
"7516","Customer 2446","58806.14"
"7517","Customer 6342","58798.72"
"7518","Customer 4009","58795.53"
"7519","Customer 8063","58793.81"
"7520","Customer 8180","58773.46"
"7521","Customer 2000","58770.43"
"7522","Customer 1466","58753.07"
"7523","Customer 2495","58736.66"
"7524","Customer 8034","58718.50"
"7525","Customer 4213","58700.32"
"7526","Customer 4901","58695.48"
"7527","Customer 7113","58684.00"
"7528","Customer 5396","58682.92"
"7529","Customer 1379","58640.37"
"7530","Customer 1016","58613.25"
"7531","Customer 2325","58611.64"
"7532","Customer 2654","58605.76"
"7533","Customer 4723","58591.07"
"7534","Customer 5617","58587.74"
"7535","Customer 7788","58587.10"
"7536","Customer 5388","58564.22"
"7537","Customer 5522","58553.69"
"7538","Customer 6605","58549.09"
"7539","Customer 6730","58542.27"
"7540","Customer 661","58522.09"
"7541","Customer 5359","58515.83"
"7542","Customer 8504","58497.91"
"7543","Customer 1018","58496.84"
"7544","Customer 5582","58494.78"
"7545","Customer 9894","58488.93"
"7546","Customer 8119","58488.67"
"7547","Customer 4998","58488.01"
"7548","Customer 3912","58476.53"
"7549","Customer 7432","58474.28"
"7550","Customer 669","58473.88"
"7551","Customer 7294","58471.22"
"7552","Customer 3002","58455.30"
"7553","Customer 9222","58452.76"
"7554","Customer 3340","58451.49"
"7555","Customer 957","58440.25"
"7556","Customer 1012","58436.18"
"7557","Customer 9733","58430.16"
"7558","Customer 1724","58422.66"
"7559","Customer 4162","58418.42"
"7560","Customer 9017","58416.53"
"7561","Customer 4856","58379.71"
"7562","Customer 4082","58373.45"
"7563","Customer 5705","58356.12"
"7564","Customer 8914","58350.70"
"7565","Customer 6999","58339.63"
"7566","Customer 3130","58319.56"
"7567","Customer 6350","58312.91"
"7568","Customer 3981","58308.99"
"7569","Customer 7486","58305.56"
"7570","Customer 4518","58303.32"
"7571","Customer 8091","58294.57"
"7572","Customer 3380","58294.01"
"7573","Customer 5074","58257.23"
"7574","Customer 9087","58246.00"
"7575","Customer 4593","58230.99"
"7576","Customer 6005","58216.72"
"7577","Customer 2341","58213.81"
"7578","Customer 5871","58212.78"
"7579","Customer 7692","58180.54"
"7580","Customer 2519","58175.95"
"7581","Customer 7193","58169.69"
"7582","Customer 9563","58158.77"
"7583","Customer 9443","58149.09"
"7584","Customer 7366","58130.44"
"7585","Customer 9345","58125.05"
"7586","Customer 8289","58105.19"
"7587","Customer 4639","58105.16"
"7588","Customer 3189","58092.80"
"7589","Customer 7800","58088.94"
"7590","Customer 6383","58084.71"
"7591","Customer 5831","58057.17"
"7592","Customer 8215","58051.18"
"7593","Customer 150","58043.92"
"7594","Customer 4777","58041.48"
"7595","Customer 9900","58034.67"
"7596","Customer 2577","58030.62"
"7597","Customer 789","58029.33"
"7598","Customer 7819","58014.97"
"7599","Customer 4155","58007.78"
"7600","Customer 823","58007.17"
"7601","Customer 9514","58001.72"
"7602","Customer 9651","57979.43"
"7603","Customer 5314","57967.45"
"7604","Customer 5932","57962.80"
"7605","Customer 7195","57943.14"
"7606","Customer 5300","57938.69"
"7607","Customer 4557","57928.01"
"7608","Customer 1360","57884.49"
"7609","Customer 4886","57883.44"
"7610","Customer 4350","57871.58"
"7611","Customer 2267","57869.64"
"7612","Customer 5304","57865.06"
"7613","Customer 2671","57859.09"
"7614","Customer 2798","57852.56"
"7615","Customer 9646","57843.21"
"7616","Customer 5070","57842.54"
"7617","Customer 3601","57841.86"
"7618","Customer 6357","57834.45"
"7619","Customer 7686","57819.42"
"7620","Customer 3229","57817.17"
"7621","Customer 4607","57814.07"
"7622","Customer 8802","57813.99"
"7623","Customer 2505","57811.46"
"7624","Customer 4156","57808.01"
"7625","Customer 9707","57799.76"
"7626","Customer 2988","57777.11"
"7627","Customer 7617","57775.42"
"7628","Customer 7830","57763.31"
"7629","Customer 8865","57762.80"
"7630","Customer 50","57755.62"
"7631","Customer 1907","57748.55"
"7632","Customer 9215","57717.90"
"7633","Customer 3105","57710.49"
"7634","Customer 2105","57698.26"
"7635","Customer 537","57694.42"
"7636","Customer 5461","57688.45"
"7637","Customer 4604","57685.07"
"7638","Customer 4869","57677.13"
"7639","Customer 4941","57670.94"
"7640","Customer 5551","57660.50"
"7641","Customer 4841","57658.84"
"7642","Customer 9183","57630.07"
"7643","Customer 2831","57598.38"
"7644","Customer 4249","57566.84"
"7645","Customer 1536","57565.80"
"7646","Customer 7933","57562.16"
"7647","Customer 3586","57560.72"
"7648","Customer 7311","57523.07"
"7649","Customer 8053","57515.16"
"7650","Customer 7517","57512.70"
"7651","Customer 6835","57509.92"
"7652","Customer 5664","57506.31"
"7653","Customer 4145","57493.31"
"7654","Customer 2832","57491.88"
"7655","Customer 4502","57486.73"
"7656","Customer 3702","57477.63"
"7657","Customer 9929","57476.94"
"7658","Customer 8068","57462.23"
"7659","Customer 146","57454.41"
"7660","Customer 7803","57432.80"
"7661","Customer 1031","57425.72"
"7662","Customer 8855","57413.28"
"7663","Customer 8857","57410.80"
"7664","Customer 2357","57407.91"
"7665","Customer 201","57399.70"
"7666","Customer 6856","57397.51"
"7667","Customer 4728","57388.63"
"7668","Customer 2166","57378.67"
"7669","Customer 2230","57357.38"
"7670","Customer 1475","57356.93"
"7671","Customer 4181","57347.95"
"7672","Customer 7177","57347.10"
"7673","Customer 1347","57331.32"
"7674","Customer 2821","57330.73"
"7675","Customer 1865","57324.62"
"7676","Customer 7837","57306.08"
"7677","Customer 6532","57284.48"
"7678","Customer 6933","57273.68"
"7679","Customer 873","57271.74"
"7680","Customer 3975","57265.27"
"7681","Customer 6823","57265.10"
"7682","Customer 2167","57256.36"
"7683","Customer 3787","57249.62"
"7684","Customer 3107","57243.95"
"7685","Customer 5686","57242.10"
"7686","Customer 5148","57241.51"
"7687","Customer 6008","57223.98"
"7688","Customer 5422","57213.59"
"7689","Customer 5121","57210.33"
"7690","Customer 5482","57201.18"
"7691","Customer 7963","57189.96"
"7692","Customer 9328","57166.29"
"7693","Customer 7627","57164.18"
"7694","Customer 1444","57148.35"
"7695","Customer 3163","57142.41"
"7696","Customer 4158","57134.91"
"7697","Customer 7816","57121.46"
"7698","Customer 4707","57086.72"
"7699","Customer 2356","57084.19"
"7700","Customer 6001","57037.08"
"7701","Customer 8497","57035.85"
"7702","Customer 3549","56993.41"
"7703","Customer 8290","56981.37"
"7704","Customer 1157","56967.17"
"7705","Customer 4282","56938.67"
"7706","Customer 9986","56937.70"
"7707","Customer 3133","56935.48"
"7708","Customer 6582","56923.72"
"7709","Customer 2886","56897.11"
"7710","Customer 4025","56893.62"
"7711","Customer 603","56889.77"
"7712","Customer 3241","56867.58"
"7713","Customer 1961","56840.61"
"7714","Customer 2003","56836.32"
"7715","Customer 4326","56829.62"
"7716","Customer 4117","56809.64"
"7717","Customer 4523","56803.35"
"7718","Customer 7305","56802.02"
"7719","Customer 7874","56784.06"
"7720","Customer 8731","56769.24"
"7721","Customer 4509","56761.78"
"7722","Customer 9075","56755.14"
"7723","Customer 1968","56747.29"
"7724","Customer 4595","56745.13"
"7725","Customer 6535","56734.12"
"7726","Customer 2767","56714.07"
"7727","Customer 2127","56695.82"
"7728","Customer 3526","56691.44"
"7729","Customer 4451","56685.68"
"7730","Customer 5488","56681.09"
"7731","Customer 9676","56673.80"
"7732","Customer 3006","56671.76"
"7733","Customer 3024","56670.54"
"7734","Customer 8836","56658.47"
"7735","Customer 8994","56645.59"
"7736","Customer 6755","56624.73"
"7737","Customer 6638","56624.01"
"7738","Customer 6253","56619.16"
"7739","Customer 501","56615.75"
"7740","Customer 9317","56614.80"
"7741","Customer 6675","56599.82"
"7742","Customer 9823","56592.92"
"7743","Customer 6813","56587.99"
"7744","Customer 5032","56587.33"
"7745","Customer 149","56585.09"
"7746","Customer 6754","56585.05"
"7747","Customer 6954","56576.87"
"7748","Customer 3452","56567.13"
"7749","Customer 7877","56557.43"
"7750","Customer 3998","56545.08"
"7751","Customer 8132","56536.49"
"7752","Customer 1898","56532.17"
"7753","Customer 65","56522.60"
"7754","Customer 8435","56518.93"
"7755","Customer 3413","56515.20"
"7756","Customer 2661","56513.71"
"7757","Customer 407","56500.27"
"7758","Customer 2045","56498.87"
"7759","Customer 6470","56483.34"
"7760","Customer 3238","56478.92"
"7761","Customer 832","56478.23"
"7762","Customer 3499","56474.68"
"7763","Customer 3626","56465.51"
"7764","Customer 7580","56460.95"
"7765","Customer 7599","56453.18"
"7766","Customer 7300","56448.76"
"7767","Customer 6166","56441.19"
"7768","Customer 6870","56430.27"
"7769","Customer 585","56429.36"
"7770","Customer 8324","56419.41"
"7771","Customer 2474","56409.72"
"7772","Customer 9822","56403.03"
"7773","Customer 6125","56385.00"
"7774","Customer 8359","56361.36"
"7775","Customer 7181","56351.91"
"7776","Customer 6661","56342.27"
"7777","Customer 3903","56337.71"
"7778","Customer 7379","56330.42"
"7779","Customer 1579","56318.21"
"7780","Customer 8814","56302.09"
"7781","Customer 441","56279.24"
"7782","Customer 1362","56263.10"
"7783","Customer 5390","56249.89"
"7784","Customer 1196","56247.69"
"7785","Customer 2041","56239.00"
"7786","Customer 177","56231.93"
"7787","Customer 1772","56225.59"
"7788","Customer 9468","56214.98"
"7789","Customer 1418","56209.93"
"7790","Customer 1952","56197.95"
"7791","Customer 5029","56196.94"
"7792","Customer 7289","56179.76"
"7793","Customer 905","56178.77"
"7794","Customer 8829","56170.64"
"7795","Customer 5113","56169.62"
"7796","Customer 1664","56166.71"
"7797","Customer 1411","56140.91"
"7798","Customer 6203","56137.98"
"7799","Customer 1029","56137.17"
"7800","Customer 1236","56119.90"
"7801","Customer 1901","56114.87"
"7802","Customer 4865","56105.75"
"7803","Customer 4889","56094.93"
"7804","Customer 6566","56094.65"
"7805","Customer 3909","56087.33"
"7806","Customer 16","56085.79"
"7807","Customer 9380","56077.91"
"7808","Customer 5460","56075.32"
"7809","Customer 3796","56074.58"
"7810","Customer 9601","56059.66"
"7811","Customer 5129","56039.78"
"7812","Customer 6830","56028.32"
"7813","Customer 8403","56026.91"
"7814","Customer 2556","56025.17"
"7815","Customer 525","55999.27"
"7816","Customer 1511","55995.72"
"7817","Customer 8310","55976.59"
"7818","Customer 1738","55971.42"
"7819","Customer 129","55968.84"
"7820","Customer 2922","55966.44"
"7821","Customer 4065","55963.14"
"7822","Customer 8671","55962.55"
"7823","Customer 5445","55957.51"
"7824","Customer 2674","55942.13"
"7825","Customer 9358","55940.03"
"7826","Customer 3323","55927.49"
"7827","Customer 9159","55917.02"
"7828","Customer 690","55914.91"
"7829","Customer 2358","55894.64"
"7830","Customer 5068","55894.19"
"7831","Customer 4545","55880.10"
"7832","Customer 6396","55876.33"
"7833","Customer 4713","55875.99"
"7834","Customer 3697","55864.10"
"7835","Customer 5377","55860.84"
"7836","Customer 3439","55847.36"
"7837","Customer 4293","55842.40"
"7838","Customer 3392","55834.42"
"7839","Customer 7034","55802.49"
"7840","Customer 5206","55800.39"
"7841","Customer 95","55788.48"
"7842","Customer 2421","55784.80"
"7843","Customer 3899","55764.96"
"7844","Customer 2769","55764.22"
"7845","Customer 2397","55757.94"
"7846","Customer 350","55755.68"
"7847","Customer 7939","55754.71"
"7848","Customer 7302","55750.59"
"7849","Customer 117","55746.05"
"7850","Customer 1584","55744.35"
"7851","Customer 7563","55736.92"
"7852","Customer 6494","55731.73"
"7853","Customer 2005","55718.75"
"7854","Customer 2047","55713.42"
"7855","Customer 6668","55711.18"
"7856","Customer 3508","55702.21"
"7857","Customer 8750","55688.46"
"7858","Customer 2004","55685.50"
"7859","Customer 5981","55685.06"
"7860","Customer 1778","55673.40"
"7861","Customer 3144","55655.78"
"7862","Customer 3044","55652.92"
"7863","Customer 1712","55645.56"
"7864","Customer 7442","55638.49"
"7865","Customer 5380","55630.58"
"7866","Customer 7130","55628.24"
"7867","Customer 8201","55619.59"
"7868","Customer 5650","55613.48"
"7869","Customer 7776","55602.42"
"7870","Customer 3084","55589.91"
"7871","Customer 1950","55589.40"
"7872","Customer 9082","55589.00"
"7873","Customer 1589","55577.64"
"7874","Customer 8844","55575.85"
"7875","Customer 674","55561.49"
"7876","Customer 892","55559.15"
"7877","Customer 7526","55540.80"
"7878","Customer 5798","55528.71"
"7879","Customer 4347","55514.14"
"7880","Customer 6385","55508.61"
"7881","Customer 1257","55499.43"
"7882","Customer 1645","55496.92"
"7883","Customer 5041","55494.91"
"7884","Customer 3216","55486.08"
"7885","Customer 1222","55473.90"
"7886","Customer 5909","55472.16"
"7887","Customer 6679","55466.29"
"7888","Customer 4719","55462.19"
"7889","Customer 2754","55448.39"
"7890","Customer 8890","55439.83"
"7891","Customer 7346","55436.94"
"7892","Customer 9551","55397.03"
"7893","Customer 6845","55386.98"
"7894","Customer 9360","55379.64"
"7895","Customer 1711","55362.79"
"7896","Customer 6132","55360.00"
"7897","Customer 2023","55358.37"
"7898","Customer 8538","55353.75"
"7899","Customer 3332","55352.30"
"7900","Customer 1174","55347.81"
"7901","Customer 3491","55343.96"
"7902","Customer 5092","55334.54"
"7903","Customer 7109","55328.36"
"7904","Customer 678","55327.21"
"7905","Customer 8058","55319.68"
"7906","Customer 1250","55314.56"
"7907","Customer 3263","55313.16"
"7908","Customer 1663","55304.27"
"7909","Customer 5318","55304.08"
"7910","Customer 6011","55297.45"
"7911","Customer 709","55255.40"
"7912","Customer 5772","55250.53"
"7913","Customer 8170","55244.70"
"7914","Customer 4906","55230.37"
"7915","Customer 3314","55228.73"
"7916","Customer 7327","55207.17"
"7917","Customer 5051","55206.41"
"7918","Customer 9886","55200.17"
"7919","Customer 6206","55179.49"
"7920","Customer 8021","55179.00"
"7921","Customer 9003","55170.65"
"7922","Customer 1780","55162.79"
"7923","Customer 8722","55151.34"
"7924","Customer 443","55146.68"
"7925","Customer 6596","55116.82"
"7926","Customer 3614","55110.72"
"7927","Customer 4413","55110.57"
"7928","Customer 7421","55110.22"
"7929","Customer 3692","55107.79"
"7930","Customer 2158","55104.78"
"7931","Customer 7447","55104.68"
"7932","Customer 1504","55092.63"
"7933","Customer 9567","55092.37"
"7934","Customer 9062","55067.53"
"7935","Customer 8483","55066.05"
"7936","Customer 4984","55055.02"
"7937","Customer 5851","55047.06"
"7938","Customer 4979","55038.60"
"7939","Customer 3206","55038.56"
"7940","Customer 4422","55010.79"
"7941","Customer 6153","55002.56"
"7942","Customer 9200","54987.90"
"7943","Customer 1701","54981.36"
"7944","Customer 7185","54976.30"
"7945","Customer 1783","54974.91"
"7946","Customer 2686","54968.75"
"7947","Customer 8679","54968.71"
"7948","Customer 2074","54961.87"
"7949","Customer 3970","54955.76"
"7950","Customer 3063","54949.36"
"7951","Customer 2765","54941.17"
"7952","Customer 5176","54940.67"
"7953","Customer 9461","54934.32"
"7954","Customer 5007","54929.70"
"7955","Customer 9339","54921.74"
"7956","Customer 9165","54915.52"
"7957","Customer 862","54911.33"
"7958","Customer 3957","54911.02"
"7959","Customer 9761","54895.22"
"7960","Customer 3629","54890.26"
"7961","Customer 541","54885.30"
"7962","Customer 2662","54880.11"
"7963","Customer 467","54871.99"
"7964","Customer 5553","54857.57"
"7965","Customer 5171","54849.46"
"7966","Customer 3584","54848.38"
"7967","Customer 7054","54847.66"
"7968","Customer 3297","54843.59"
"7969","Customer 1316","54834.20"
"7970","Customer 6640","54825.22"
"7971","Customer 3902","54816.83"
"7972","Customer 7345","54809.67"
"7973","Customer 6621","54800.35"
"7974","Customer 5249","54799.36"
"7975","Customer 1004","54795.94"
"7976","Customer 7981","54774.40"
"7977","Customer 9835","54751.55"
"7978","Customer 2124","54746.94"
"7979","Customer 3293","54732.52"
"7980","Customer 7960","54731.49"
"7981","Customer 9323","54715.32"
"7982","Customer 9942","54708.88"
"7983","Customer 6957","54700.36"
"7984","Customer 6045","54696.18"
"7985","Customer 1126","54686.76"
"7986","Customer 8297","54655.35"
"7987","Customer 3547","54638.36"
"7988","Customer 1380","54637.80"
"7989","Customer 776","54635.35"
"7990","Customer 3829","54608.10"
"7991","Customer 965","54590.49"
"7992","Customer 7854","54585.81"
"7993","Customer 3390","54565.30"
"7994","Customer 2835","54536.59"
"7995","Customer 2664","54520.51"
"7996","Customer 8568","54516.04"
"7997","Customer 2458","54510.60"
"7998","Customer 6717","54492.49"
"7999","Customer 7208","54484.43"
"8000","Customer 2651","54483.36"
"8001","Customer 7114","54471.06"
"8002","Customer 887","54465.77"
"8003","Customer 5768","54460.28"
"8004","Customer 904","54454.23"
"8005","Customer 128","54417.81"
"8006","Customer 8651","54416.58"
"8007","Customer 4203","54416.31"
"8008","Customer 2475","54313.79"
"8009","Customer 1765","54313.53"
"8010","Customer 1577","54311.63"
"8011","Customer 708","54301.44"
"8012","Customer 6199","54295.02"
"8013","Customer 9545","54293.49"
"8014","Customer 5464","54293.48"
"8015","Customer 9753","54286.32"
"8016","Customer 8249","54281.20"
"8017","Customer 4229","54259.68"
"8018","Customer 4442","54256.23"
"8019","Customer 7605","54237.97"
"8020","Customer 7500","54237.73"
"8021","Customer 8165","54236.36"
"8022","Customer 1092","54231.35"
"8023","Customer 7945","54229.47"
"8024","Customer 1774","54205.04"
"8025","Customer 8261","54202.51"
"8026","Customer 4907","54202.41"
"8027","Customer 3432","54188.19"
"8028","Customer 3649","54185.38"
"8029","Customer 1871","54154.70"
"8030","Customer 8307","54114.92"
"8031","Customer 6760","54083.49"
"8032","Customer 9569","54064.26"
"8033","Customer 4805","54040.17"
"8034","Customer 4624","54033.29"
"8035","Customer 1937","54031.57"
"8036","Customer 4467","54026.14"
"8037","Customer 2237","54009.69"
"8038","Customer 8445","53997.14"
"8039","Customer 5009","53991.91"
"8040","Customer 1694","53985.01"
"8041","Customer 9256","53979.37"
"8042","Customer 2311","53978.51"
"8043","Customer 7404","53974.48"
"8044","Customer 5968","53960.14"
"8045","Customer 9532","53958.49"
"8046","Customer 9229","53946.09"
"8047","Customer 1574","53944.79"
"8048","Customer 3887","53938.67"
"8049","Customer 4418","53937.13"
"8050","Customer 1615","53934.89"
"8051","Customer 2910","53931.77"
"8052","Customer 3288","53925.47"
"8053","Customer 8525","53923.34"
"8054","Customer 3818","53906.27"
"8055","Customer 1575","53903.49"
"8056","Customer 4375","53883.47"
"8057","Customer 5578","53876.73"
"8058","Customer 2160","53874.46"
"8059","Customer 6012","53869.33"
"8060","Customer 7600","53860.06"
"8061","Customer 6501","53852.46"
"8062","Customer 1795","53850.78"
"8063","Customer 7186","53824.35"
"8064","Customer 6585","53812.12"
"8065","Customer 7066","53788.62"
"8066","Customer 5685","53781.74"
"8067","Customer 9322","53777.26"
"8068","Customer 7644","53767.24"
"8069","Customer 8319","53766.55"
"8070","Customer 6819","53765.40"
"8071","Customer 4250","53762.47"
"8072","Customer 9839","53741.51"
"8073","Customer 1354","53737.97"
"8074","Customer 6039","53730.65"
"8075","Customer 1268","53728.69"
"8076","Customer 9944","53711.80"
"8077","Customer 4532","53704.48"
"8078","Customer 4271","53681.93"
"8079","Customer 5817","53673.42"
"8080","Customer 9618","53664.70"
"8081","Customer 1306","53650.78"
"8082","Customer 491","53633.59"
"8083","Customer 6792","53614.51"
"8084","Customer 5321","53602.13"
"8085","Customer 4849","53571.54"
"8086","Customer 4272","53549.87"
"8087","Customer 2404","53545.45"
"8088","Customer 1671","53542.97"
"8089","Customer 2658","53522.63"
"8090","Customer 9313","53518.29"
"8091","Customer 5955","53517.03"
"8092","Customer 8560","53480.39"
"8093","Customer 2462","53469.37"
"8094","Customer 4057","53459.56"
"8095","Customer 1516","53454.92"
"8096","Customer 6240","53454.46"
"8097","Customer 2196","53409.06"
"8098","Customer 9210","53408.82"
"8099","Customer 4488","53398.27"
"8100","Customer 6761","53390.50"
"8101","Customer 7897","53375.30"
"8102","Customer 6381","53362.62"
"8103","Customer 6486","53360.43"
"8104","Customer 9218","53350.70"
"8105","Customer 4948","53333.08"
"8106","Customer 5090","53290.43"
"8107","Customer 5742","53280.71"
"8108","Customer 6674","53277.96"
"8109","Customer 7501","53269.06"
"8110","Customer 8009","53260.35"
"8111","Customer 3267","53258.60"
"8112","Customer 1743","53251.04"
"8113","Customer 7679","53204.40"
"8114","Customer 284","53200.48"
"8115","Customer 2715","53197.08"
"8116","Customer 8911","53179.17"
"8117","Customer 7347","53173.02"
"8118","Customer 2009","53142.89"
"8119","Customer 7367","53129.20"
"8120","Customer 6368","53125.20"
"8121","Customer 4868","53110.14"
"8122","Customer 6492","53103.26"
"8123","Customer 2973","53091.25"
"8124","Customer 1596","53080.64"
"8125","Customer 506","53062.58"
"8126","Customer 7583","53056.48"
"8127","Customer 8636","53033.34"
"8128","Customer 3790","53031.63"
"8129","Customer 1708","52998.97"
"8130","Customer 4093","52988.07"
"8131","Customer 2959","52985.67"
"8132","Customer 383","52977.82"
"8133","Customer 2808","52969.85"
"8134","Customer 1083","52960.09"
"8135","Customer 1242","52939.72"
"8136","Customer 4414","52938.66"
"8137","Customer 2545","52928.91"
"8138","Customer 8491","52919.55"
"8139","Customer 8931","52917.65"
"8140","Customer 4508","52901.07"
"8141","Customer 9979","52892.34"
"8142","Customer 3723","52890.80"
"8143","Customer 511","52889.77"
"8144","Customer 1182","52875.17"
"8145","Customer 7601","52853.70"
"8146","Customer 9582","52844.87"
"8147","Customer 1764","52831.09"
"8148","Customer 8882","52829.21"
"8149","Customer 2621","52795.00"
"8150","Customer 3368","52782.58"
"8151","Customer 4782","52758.50"
"8152","Customer 3641","52691.73"
"8153","Customer 9156","52688.75"
"8154","Customer 2322","52686.98"
"8155","Customer 1181","52680.09"
"8156","Customer 4603","52678.96"
"8157","Customer 1066","52672.14"
"8158","Customer 732","52664.14"
"8159","Customer 9350","52659.30"
"8160","Customer 8014","52657.97"
"8161","Customer 4283","52651.30"
"8162","Customer 7189","52641.74"
"8163","Customer 9107","52634.75"
"8164","Customer 5349","52624.19"
"8165","Customer 1399","52575.39"
"8166","Customer 1135","52562.65"
"8167","Customer 3958","52551.43"
"8168","Customer 3819","52548.57"
"8169","Customer 372","52527.56"
"8170","Customer 5521","52519.15"
"8171","Customer 8661","52509.26"
"8172","Customer 8067","52507.44"
"8173","Customer 5899","52502.84"
"8174","Customer 711","52494.10"
"8175","Customer 3352","52462.41"
"8176","Customer 6043","52454.85"
"8177","Customer 193","52440.18"
"8178","Customer 1751","52438.75"
"8179","Customer 9557","52438.61"
"8180","Customer 5964","52438.21"
"8181","Customer 8487","52416.44"
"8182","Customer 2766","52410.16"
"8183","Customer 2759","52408.33"
"8184","Customer 6212","52401.59"
"8185","Customer 4648","52398.97"
"8186","Customer 2373","52391.39"
"8187","Customer 3278","52390.13"
"8188","Customer 8712","52380.46"
"8189","Customer 8870","52376.40"
"8190","Customer 3956","52373.77"
"8191","Customer 9270","52371.61"
"8192","Customer 817","52355.11"
"8193","Customer 3999","52346.00"
"8194","Customer 7355","52343.38"
"8195","Customer 1713","52340.65"
"8196","Customer 7992","52339.01"
"8197","Customer 3309","52334.93"
"8198","Customer 2120","52318.25"
"8199","Customer 9490","52311.25"
"8200","Customer 6758","52286.58"
"8201","Customer 6117","52283.03"
"8202","Customer 5252","52275.44"
"8203","Customer 3617","52270.89"
"8204","Customer 2412","52249.07"
"8205","Customer 1648","52246.93"
"8206","Customer 6422","52242.88"
"8207","Customer 8211","52242.73"
"8208","Customer 5723","52236.51"
"8209","Customer 5861","52236.42"
"8210","Customer 7002","52231.89"
"8211","Customer 5504","52224.25"
"8212","Customer 119","52221.74"
"8213","Customer 1365","52218.87"
"8214","Customer 4420","52211.18"
"8215","Customer 4111","52209.46"
"8216","Customer 4529","52208.69"
"8217","Customer 460","52208.61"
"8218","Customer 9447","52206.99"
"8219","Customer 3923","52203.15"
"8220","Customer 3860","52199.98"
"8221","Customer 4089","52178.74"
"8222","Customer 9421","52164.66"
"8223","Customer 7017","52163.05"
"8224","Customer 5720","52128.45"
"8225","Customer 316","52126.73"
"8226","Customer 9820","52124.84"
"8227","Customer 8884","52123.81"
"8228","Customer 6781","52118.57"
"8229","Customer 1990","52112.59"
"8230","Customer 3597","52078.22"
"8231","Customer 8741","52062.62"
"8232","Customer 1496","52056.49"
"8233","Customer 517","52046.63"
"8234","Customer 6136","52021.05"
"8235","Customer 851","51995.18"
"8236","Customer 1363","51994.29"
"8237","Customer 2095","51976.01"
"8238","Customer 5494","51964.12"
"8239","Customer 2539","51963.93"
"8240","Customer 1191","51955.49"
"8241","Customer 6576","51932.20"
"8242","Customer 4982","51932.00"
"8243","Customer 204","51930.63"
"8244","Customer 630","51900.43"
"8245","Customer 1315","51888.57"
"8246","Customer 7499","51882.78"
"8247","Customer 6604","51881.62"
"8248","Customer 5056","51867.26"
"8249","Customer 3195","51862.31"
"8250","Customer 986","51853.49"
"8251","Customer 8164","51837.87"
"8252","Customer 3303","51829.89"
"8253","Customer 9736","51829.27"
"8254","Customer 1450","51806.51"
"8255","Customer 4949","51797.83"
"8256","Customer 9878","51785.85"
"8257","Customer 8757","51778.36"
"8258","Customer 4683","51756.18"
